episode,source,phase,start,end,steps,speed_mean,speed_median,speed_z_mean,accel_norm_mean,accel_norm_median,accel_norm_z_mean,jerk_norm_mean,jerk_norm_median,jerk_norm_z_mean,direction_change_mean,direction_change_median,direction_change_z_mean,gripper_mean,gripper_median,gripper_z_mean,gripper_abs_d1_mean,gripper_abs_d1_median,gripper_abs_d1_z_mean,speed_cv
1925,gt,free_pre,23,48,17,0.01875562344043743,0.017838879866623386,1.8952796288436493,0.003078507561528485,0.0031702771484640323,1.3419227250934072,0.002960301682321589,0.00281416480490459,0.9027596692193565,0.016118628538309365,0.015603397664140428,-0.1354040486825181,0.0,0.0,-0.6744907594765952,0.0,0.0,-0.6744907594765952,0.1695590091000131
1925,gt,terminal_approach,48,82,21,0.002858702619282092,0.0023215144359961136,-0.5787059092155199,0.0006969977055821897,0.0006632946366403422,-0.6352611119657328,0.0007850058331823866,0.00044383154136015196,-0.4740925003230234,0.024184327334369714,0.01998043699772656,0.24778495385282645,0.17457740051152335,0.14745623128754742,-0.4234506169329635,0.02024170244936228,0.018729840644768306,8.125307516059568,0.45837630833287707
1925,gt,contact_manipulation,82,130,22,0.0060799108864840554,0.0045801264226397985,-0.07739985392404508,0.0012162691824649256,0.0009222584935463965,-0.20415008020793415,0.0010093704231634458,0.0009609756713895407,-0.3320810711162095,0.05587892210297077,0.012741178692227073,0.28359406302667145,0.4942016127222976,0.345127158292702,0.03616504671356024,0.02242368919254802,0.005040721628548841,6.495671518158997,0.6610506117422411
1925,gt,stable_transport,130,180,41,0.0073724460594658025,0.007296617707865619,0.12375314679633258,0.002485884414111303,0.0020569586319261783,0.8068510631035427,0.0029509790855603295,0.0019185729072503978,0.8968589373342718,0.11542442502166247,0.02078853851477258,2.5461107513008407,0.9932324584768201,0.9955947399139398,0.7537652302700527,0.0032026604908268743,0.0,0.8370042213273907,0.4987689298163078
1925,wam,free_pre,23,48,17,0.019125040830869793,0.022534513096375282,1.27068808537099,0.004340183582115432,0.002962061852153221,3.119383133197887,0.004552494767502355,0.003162742126199749,3.204560935929216,0.16271133897897883,0.012407243067874218,1.482055245857728,0.004365808823529409,0.004743303571428567,-1.1602999857945826,0.0020483193277310925,0.002232142857142856,-0.5991551802423793,0.44207196018574857
1925,wam,terminal_approach,48,82,21,0.005021545832656356,0.00332762068977058,-0.49526201489462923,0.0012231902112665534,0.0013068807631614976,-0.343929598322476,0.0013531353954404643,0.001501577489413226,-0.5243192324923795,0.05244613319539496,0.01708423536186998,2.2133757726621544,0.39624754198554396,0.38426339285714256,-0.3227652606328075,0.025807490965136036,0.03080357142857143,1.162649259405983,0.5857677405359525
1925,wam,contact_manipulation,82,130,22,0.004993490273856632,0.0047811884512972665,-0.49877495384214937,0.0010424807735796863,0.0012180418585144865,-0.5584625774779954,0.0011971058331213284,0.0014577026437408336,-0.72429033360614,0.09902254261074765,0.016464009835616633,1.5239416385454525,0.5523516766436685,0.5073869977678567,0.010862521562022442,0.043737317370129786,0.04817940848214283,2.492192571964529,0.510607328761977
1925,wam,stable_transport,130,180,41,0.015020788813588625,0.014590860050784542,0.7567797057564918,0.001731285159830646,0.0016650481489059797,0.25926592043180924,0.0017864684471761386,0.001962569601188134,0.03105044371891516,0.011446984183520966,0.003983432333238945,-0.13456842743466627,0.844940589612369,0.8794642857142851,0.6361873429854062,0.014424202417247336,0.0045758928571427715,0.3185487744423094,0.43216145978079273
16001,gt,free_pre,23,40,9,0.005196205331511565,0.0022032226649537075,-0.4381166993099181,0.0019114298518443378,0.0009850011339092599,0.047523605872397005,0.0015530385950011196,0.0009086163553466615,-0.19873477072595896,0.14347555416371371,0.011046770482811108,3.2022718956344036,0.0,0.0,-1.4229402726630265,0.0,0.0,0.0,1.003596063664622
16001,gt,terminal_approach,40,66,13,0.0167601058472448,0.016591361432148247,0.8105101711972946,0.002475368981883194,0.0025710106861064185,0.386120725562655,0.0021687040195888688,0.002045524929315488,0.2038727389761397,0.009812548675080045,0.008553571066714283,-0.22971410425929645,0.0,0.0,-1.4229402726630267,0.0,0.0,0.0,0.061345504342976344
