source,frame,seconds,label,chunk_offset,used,joint_step,joint_step_change,joint_jerk,direction_change,gripper_value,gripper_change
gt,23,1.5333333333333334,free,0,False,,,,,0.0,
gt,24,1.6,free,1,False,0.014943488093194285,,,,0.0,0.0
gt,25,1.6666666666666667,free,2,False,0.008388045868523784,0.006884530465337324,,0.017642818889217815,0.0,0.0
gt,26,1.7333333333333334,free,3,True,0.0037634970279190366,0.005385769041181024,0.0018494549747179994,0.12069125515520773,0.0,0.0
gt,27,1.8,free,4,True,0.0022590399578394163,0.002793063059663278,0.0028907834065496694,0.3256811174094124,0.0,0.0
gt,28,1.8666666666666667,free,5,True,0.0014729466206457114,0.0009276441290962768,0.002490535320374395,0.03645152296299037,0.0,0.0
gt,29,1.9333333333333333,free,6,True,0.0008365704412364999,0.0006695377587818265,0.0005773038892836433,0.01757236615261959,0.0,0.0
gt,30,2.0,free,7,True,0.00034899687052200975,0.0004897092457656422,0.00029465535670530527,0.0035743855288651316,0.0,0.0
gt,31,2.066666666666667,free,8,True,7.320017111955435e-05,0.000349337755228235,0.0001950635121658417,0.899786912609756,0.0,0.0
gt,32,2.1333333333333333,free,9,True,2.1174779970599583e-05,5.691553981194159e-05,0.0003678799812067566,0.17185103264628854,0.0,0.0
gt,33,2.2,free,10,True,0.015906441303383707,0.015899051417012106,0.01591335870656343,0.6504207464997706,0.0,0.0
gt,34,2.2666666666666666,free,11,True,0.019634944090845485,0.007648118929180193,0.015405503621314993,0.07138782712439529,0.0,0.0
gt,35,2.3333333333333335,free,12,True,0.015121494806200488,0.007009289487925703,0.010544345453635353,0.048430405250292075,0.0,0.0
gt,36,2.4,free,13,True,0.017214484553413737,0.006289925392198059,0.011788806442636876,0.06757851373772594,0.0,0.0
gt,37,2.466666666666667,free,14,True,0.019197586426414774,0.003202704572721658,0.0056115546617267024,0.00956894437099387,0.0,0.0
gt,38,2.533333333333333,free,15,True,0.01932441918382046,0.005579824080755793,0.006105404731382834,0.04194048879069523,0.0,0.0
gt,39,2.6,free,16,True,0.021234215724047722,0.005734128986864248,0.007021779355748596,0.0356204510860495,0.0,0.0
gt,40,2.6666666666666665,free,17,True,0.01967935489927162,0.003253733337678563,0.007694284565086252,0.009774663959533303,0.0,0.0
gt,41,2.7333333333333334,free,18,True,0.02054429841296858,0.002013441030377769,0.004642331675062225,0.004088337177751811,0.0,0.0
gt,42,2.8,free,19,True,0.021480098054853413,0.0017711524957044363,0.0013892278901079477,0.0025620816598072027,0.0,0.0
gt,43,2.8666666666666667,free,20,True,0.019932774955896414,0.003334172411281311,0.004242072997162764,0.010186073481170954,0.0,0.0
gt,44,2.933333333333333,free,21,True,0.018007971321169238,0.007413910420716053,0.00693592680162728,0.07140460285208228,0.0,0.0
gt,45,3.0,transition,22,False,0.01878426130711374,0.005436037583326891,0.012610846255932407,0.04278857600908892,0.0,0.0
gt,46,3.066666666666667,transition,23,False,0.019792488722157664,0.002242930618961955,0.006335877866529165,0.005398537626435385,0.0,0.0
gt,47,3.1333333333333333,transition,0,False,,,,,0.0,
gt,48,3.2,transition,1,False,0.02070665795018991,,,,0.0,0.0
gt,49,3.2666666666666666,transition,2,False,0.020152752203309657,0.004185125937702809,,0.020619010835619567,0.0,0.0
gt,50,3.3333333333333335,transition,3,False,0.01678388218425085,0.0037789235607656253,0.005839941200683752,0.0043326717412847104,0.0,0.0
gt,51,3.4,transition,4,False,0.017432169335149992,0.003265170054519785,0.005286566676255433,0.017501328840840547,0.0,0.0
gt,52,3.466666666666667,transition,5,False,0.01655927407711295,0.003612628593941832,0.0032624992155714074,0.021286229414790636,0.0,0.0
gt,53,3.533333333333333,transition,6,False,0.017527290349517992,0.0031931308784380425,0.0033837306807299014,0.015950686799719005,0.0,0.0
gt,54,3.6,transition,7,False,0.01678754945026218,0.0029125282875858576,0.006062212863078771,0.013484906185211698,0.0,0.0
gt,55,3.6666666666666665,transition,8,False,0.014809774964428915,0.0035646840552365586,0.004393833337748402,0.017688413093031263,0.0,0.0
gt,56,3.7333333333333334,transition,9,False,0.017329163109680978,0.00815327831329021,0.01054452197965939,0.11714540784081506,0.0,0.0
gt,57,3.8,transition,10,False,0.015188662630561229,0.003963156943927023,0.011478355729695492,0.021133325863626262,0.0,0.0
gt,58,3.8666666666666667,transition,11,False,0.015912761703980698,0.001949114271803611,0.005704526866509294,0.006774543049278936,0.0,0.0
gt,59,3.933333333333333,transition,12,False,0.019054232240476806,0.006039025925892155,0.006329606528755439,0.04386628996850239,0.0,0.0
gt,60,4.0,fine,13,True,0.01487284562888649,0.005741864747512953,0.010186556318440673,0.027320972881247796,0.0,0.0
gt,61,4.066666666666666,fine,14,True,0.01847650753076684,0.006797096748963775,0.011733729167465666,0.06043369236295548,0.0,0.0
gt,62,4.133333333333334,fine,15,True,0.012076073570752814,0.007785705347500912,0.013668126728901742,0.04403758101076494,0.0,0.0
gt,63,4.2,fine,16,True,0.011010692274128831,0.0034041097032131928,0.008940312391778856,0.03930678169544899,0.0,0.0
gt,64,4.266666666666667,fine,17,True,0.009110326146788519,0.0046341439052186816,0.006607421688213518,0.0890425712160322,0.0,0.0
gt,65,4.333333333333333,fine,18,True,0.007260794527661205,0.0032268354303446115,0.004475509571171257,0.05284874740120493,0.0,0.0
gt,66,4.4,fine,19,True,0.007190563225498841,0.002068134458056891,0.004830865237832726,0.04091470016245169,0.0,0.0
gt,67,4.466666666666667,fine,20,True,0.003928682285248965,0.005009159782996628,0.005776599357139191,0.25578941210280703,0.0,0.0
gt,68,4.533333333333333,fine,21,True,0.0032229580088662074,0.002565752002251458,0.006679255538440497,0.24028775621410237,0.0,0.0
