source,frame,seconds,label,chunk_offset,used,joint_step,joint_step_change,joint_jerk,direction_change,gripper_value,gripper_change
gt,23,1.5333333333333334,free,0,False,,,,,0.0,
gt,24,1.6,free,1,False,0.02104956139907997,,,,0.0,0.0
gt,25,1.6666666666666667,free,2,False,0.017924010883196867,0.005208741016208568,,0.023008559454100075,0.0,0.0
gt,26,1.7333333333333334,free,3,True,0.02135560527595,0.007485894126649927,0.012235337777790843,0.0578177939634853,0.0,0.0
gt,27,1.8,free,4,True,0.015405044295975298,0.006210975401076104,0.012532841682689365,0.004813363295523954,0.0,0.0
gt,28,1.8666666666666667,free,5,True,0.014591539110182603,0.0020158367891879104,0.006147689881393855,0.00756685923153988,0.0,0.0
gt,29,1.9333333333333333,free,6,True,0.027754065973553656,0.04124054467734688,0.040181919574308174,1.885958578008029,0.0,0.0
gt,30,2.0,free,7,True,0.012260036920682404,0.03955452851910356,0.08068303582311237,1.9462659835938674,0.0,0.0
gt,31,2.066666666666667,free,8,True,0.006787134618771602,0.00606174486940264,0.04517659775354545,0.040812695154901046,0.0,0.0
gt,32,2.1333333333333333,free,9,True,0.0030456171544190748,0.004300036466012367,0.0027758242845190868,0.10863910098015528,0.0,0.0
gt,33,2.2,free,10,True,0.0013885236150172938,0.0021199368712639245,0.0027995155368122945,0.20669307048133345,0.0,0.0
gt,34,2.2666666666666666,free,11,True,0.0008389150615701422,0.0006997988482721016,0.0015970214779265574,0.08054613147529666,0.0,0.0
gt,35,2.3333333333333335,free,12,True,0.0005056312337611319,0.0003389548282761419,0.0005538330079202447,0.004493671124571552,0.0,0.0
gt,36,2.4,free,13,True,0.007750987223682617,0.007660149793000397,0.007763974915161952,0.7887839533319558,0.0,0.0
gt,37,2.466666666666667,free,14,True,0.007830592271225545,0.005127759066774563,0.010603165749335631,0.21655534856664305,0.0,0.0
gt,38,2.533333333333333,free,15,True,0.010845922817085114,0.006677110606843383,0.005372890769807892,0.20894612040448768,0.0,0.0
gt,39,2.6,free,16,True,0.009415049559738944,0.005460928755380281,0.011263000799100541,0.1359955518891034,0.0,0.0
gt,40,2.6666666666666665,free,17,True,0.009985746560323786,0.004404493615927821,0.009807141219679953,0.10143916107400264,0.0,0.0
gt,41,2.7333333333333334,free,18,True,0.011063569008409468,0.0023097991085347914,0.0024984328568406727,0.018888243980026975,0.0,0.0
gt,42,2.8,free,19,True,0.011017651973798776,0.0018032356804280995,0.003500751654044732,0.013329350931540862,0.021611999720335007,0.021611999720335007
gt,43,2.8666666666666667,free,20,True,0.012558674279099952,0.0031151218086894104,0.003389598456615802,0.026484742425267327,0.11083509027957916,0.08922309055924416
gt,44,2.933333333333333,free,21,True,0.0123969822284461,0.0009953304446061225,0.003559926305186386,0.003097631413828905,0.15295708179473877,0.04212199151515961
gt,45,3.0,transition,22,False,0.01093037062828177,0.002211161968812042,0.002148790580820632,0.010104113307062734,0.21935905516147614,0.06640197336673737
gt,46,3.066666666666667,transition,23,False,0.012290537511048675,0.0019396710888083379,0.0034421649332998625,0.007117270099040396,0.2894291281700134,0.07007007300853729
gt,47,3.1333333333333333,transition,0,False,,,,,0.3460322320461273,
gt,48,3.2,transition,1,False,0.010562272577125444,,,,0.397670716047287,0.05163848400115967
gt,49,3.2666666666666666,transition,2,False,0.011613039577119828,0.00258438554013442,,0.022725147830108816,0.4520156681537628,0.05434495210647583
gt,50,3.3333333333333335,transition,3,False,0.011141599223832163,0.0012547181785138193,0.003653313260132655,0.005224840976797429,0.5460852980613708,0.09406962990760803
gt,51,3.4,transition,4,False,0.010129589062550721,0.0016616757393573412,0.0015864114762176268,0.007695394477132522,0.5672202110290527,0.021134912967681885
gt,52,3.466666666666667,transition,5,False,0.012450078569794671,0.004976697041212566,0.006288115100462989,0.07684640193350101,0.5505849123001099,0.01663529872894287
gt,53,3.533333333333333,transition,6,False,0.010186568266035931,0.003063390593450235,0.007574399783116774,0.01679846599415402,0.5241531729698181,0.026431739330291748
gt,54,3.6,transition,7,False,0.010919683913067454,0.0022839852047719248,0.0046852376363588745,0.021032802113370663,0.49092793464660645,0.03322523832321167
gt,55,3.6666666666666665,transition,8,False,0.009178477148010516,0.003326446407067556,0.005480168611925869,0.04007662257813294,0.4869033396244049,0.004024595022201538
gt,56,3.7333333333333334,transition,9,False,0.010055043097256801,0.0026754460197034903,0.0058153600426489585,0.03461721041199717,0.4624912738800049,0.024412065744400024
gt,57,3.8,transition,10,False,0.008575289302195048,0.0029097705776819473,0.0053342238095033185,0.0363995392605958,0.48212945461273193,0.01963818073272705
gt,58,3.8666666666666667,transition,11,False,0.010229532407617554,0.001777125997054693,0.0037719548093728644,0.0024033902775368876,0.46761977672576904,0.01450967788696289
gt,59,3.933333333333333,transition,12,False,0.007514346580129856,0.0031381541446333233,0.004882795532642121,0.016104030582648088,0.4863370954990387,0.018717318773269653
gt,60,4.0,fine,13,True,0.010475095369852465,0.0038281731344749913,0.006700767500666725,0.03740702910525695,0.503939151763916,0.01760205626487732
gt,61,4.066666666666666,fine,14,True,0.009294895692510153,0.0018931042992152973,0.005476524559602197,0.011251345123040601,0.5112695693969727,0.007330417633056641
gt,62,4.133333333333334,fine,15,True,0.0076191734782901106,0.0024442516441084802,0.0013696869599977895,0.02235489247031175,0.5310837626457214,0.01981419324874878
gt,63,4.2,fine,16,True,0.008392518707734145,0.0019596286917110545,0.004084778768859778,0.025350923687140647,0.5206177830696106,0.01046597957611084
gt,64,4.266666666666667,fine,17,True,0.007133804634958852,0.0029321129281774023,0.004745802705191745,0.05856736371363391,0.5242928862571716,0.003675103187561035
gt,65,4.333333333333333,fine,18,True,0.006532151127014079,0.0021211642717738053,0.004705811115421734,0.044393044214571575,0.5158534646034241,0.008439421653747559
gt,66,4.4,fine,19,True,0.00620817672002655,0.002699905389527318,0.004513543596859147,0.08858252463042104,0.5103493928909302,0.0055040717124938965
gt,67,4.466666666666667,fine,20,True,0.006863211438334808,0.0011384152348538257,0.003014145409649189,0.010173185376298521,0.512553870677948,0.0022044777870178223
gt,68,4.533333333333333,fine,21,True,0.006349676544747988,0.0015758969423324165,0.0022433954564496966,0.025467820392414464,0.502827525138855,0.009726345539093018
gt,69,4.6,fine,22,True,0.005151405788132802,0.0015454635738193921,0.0024316955354929323,0.014561477019781388,0.5138407945632935,0.011013269424438477
gt,70,4.666666666666667,fine,23,True,0.005860141367229027,0.0009252632173161058,0.0021655764303943003,0.005860048642968851,0.5017262101173401,0.01211458444595337
gt,71,4.733333333333333,fine,0,False,,,,,0.5083341598510742,
gt,72,4.8,fine,1,False,0.005020346669155045,,,,0.5042955875396729,0.004038572311401367
gt,73,4.866666666666666,fine,2,False,0.005480563188513597,0.0020945496025768793,,0.07587572050048852,0.5121878981590271,0.007892310619354248
gt,74,4.933333333333334,fine,3,True,0.0056276997489092505,0.0016482700486974125,0.003549386010320188,0.043691406880477235,0.5090669393539429,0.0031209588050842285
gt,75,5.0,fine,4,True,0.0057135846168883415,0.0010425509154614316,0.0025605691968787403,0.016786789030078908,0.5176944732666016,0.008627533912658691
gt,76,5.066666666666666,fine,5,True,0.005276248508959595,0.001079601274140036,0.0018197608831220858,0.01615913541911862,0.5165905952453613,0.0011038780212402344
gt,77,5.133333333333334,fine,6,True,0.005413727784571802,0.0012646433008250708,0.0022278759732563594,0.027664412316958042,0.514202356338501,0.0023882389068603516
gt,78,5.2,fine,7,True,0.004136122610655659,0.0020540451618174574,0.003036496204997743,0.05776270121471916,0.5105298757553101,0.003672480583190918
gt,79,5.266666666666667,fine,8,True,0.004347798948510645,0.0011261618609425077,0.003032718923406793,0.03401633919582969,0.5136508345603943,0.0031209588050842285
gt,80,5.333333333333333,fine,9,True,0.004479225207991253,0.0008834388979516542,0.0015874019951302605,0.019594362328335224,0.5086957216262817,0.004955112934112549
gt,81,5.4,fine,10,True,0.004694951217314257,0.00100748605790905,0.0013165227230105155,0.023026681946733407,0.5167717933654785,0.008076071739196777
gt,82,5.466666666666667,fine,11,True,0.004447783241301167,0.0007384337589195818,0.001242923048748162,0.011593465703091277,0.5147495865821838,0.0020222067832946777
gt,83,5.533333333333333,fine,12,True,0.0045107325963046965,0.0001790764647425106,0.0006915029575980092,0.0007004459441670718,0.5189718008041382,0.004222214221954346
gt,84,5.6,fine,13,True,0.004257455674060207,0.000599745367708218,0.0006865198369854694,0.007694791459055383,0.5153011083602905,0.0036706924438476562
gt,85,5.666666666666667,fine,14,True,0.004341029058448693,0.0006549445598884669,0.0011979968566950391,0.011415805368843235,0.5114455819129944,0.0038555264472961426
gt,86,5.733333333333333,fine,15,True,0.0038084585572967164,0.0006592114437960372,0.000847537566962719,0.004564560981621724,0.5145665407180786,0.0031209588050842285
gt,87,5.8,fine,16,True,0.004165825746953823,0.0009532486634249391,0.0012852960653849783,0.02461245700611625,0.5143835544586182,0.00018298625946044922
gt,88,5.866666666666666,fine,17,True,0.0042602084623032,0.0008711804438459996,0.0017216250966336354,0.021131322968801936,0.5154823064804077,0.0010987520217895508
gt,89,5.933333333333334,fine,18,True,0.004913549071578952,0.0009133673016645778,0.0014095639179960095,0.009730828623552679,0.5220850706100464,0.006602764129638672
gt,90,6.0,fine,19,True,0.005776787904225786,0.0012658274880472495,0.0008401205695281222,0.015098680898266603,0.53160160779953,0.009516537189483643
gt,91,6.066666666666666,fine,20,True,0.005587998766615227,0.0014047178707543428,0.0021320380210394104,0.030011615877091335,0.5955306887626648,0.06392908096313477
